,0,1,2
0,0.73572236,0.67983246,0.6885944
1,0.77119255,0.8591225,0.8590343
2,0.7267794,0.69082624,0.67608494
3,0.69891185,0.70011836,0.6872955
4,0.7169028,0.7177612,0.7187338
5,0.67233104,0.6516522,0.6532241
6,0.726971,0.71044487,0.7203855
7,0.75307435,0.7532497,0.7185502
8,0.64708513,0.64540386,0.64491385
9,0.64981097,0.6457753,0.64184123
