,0,1,2
0,0.685777,0.66204965,0.66154563
1,0.6955641,0.7122038,0.72074074
2,0.6182998,0.62658817,0.63099456
3,0.6495108,0.68370086,0.68671405
4,0.9311763,0.8115831,0.86427385
5,0.69457984,0.65774727,0.68435585
6,0.6573575,0.66095805,0.66396147
7,0.73002756,0.73598117,0.7192444
8,0.6578853,0.6777973,0.66776603
9,0.645789,0.64850354,0.63995457
