,0,1,2
0,0.81591094,0.66499496,0.68869793
1,0.6360486,0.6446761,0.6424996
2,0.654482,0.6609968,0.6446279
3,0.65889126,0.6536169,0.66996396
4,0.69227016,0.6852925,0.66694117
5,0.6664119,0.6355197,0.6554227
6,0.6888493,0.6780684,0.6782159
7,0.67308015,0.6554468,0.642919
8,0.6660306,0.64839244,0.6648528
9,0.6860457,0.67491436,0.66000044
