,0,1,2
0,0.646796,0.66617113,0.6734638
1,0.6251135,0.60259974,0.60801464
2,0.6370485,0.61465156,0.6494734
3,0.6886531,0.7078346,0.68213266
4,0.71081835,0.67321736,0.69092876
5,0.76459676,0.7437142,0.7534693
6,0.7661978,0.75222653,0.7541833
7,0.68172336,0.6648539,0.6551086
8,0.8073287,0.89110595,0.81213295
9,0.6534903,0.6394813,0.6190387
