,0,1,2,3,4
0,0.38699508,0.43524647,0.39293107,0.40695044,0.3671521
1,0.4751619,0.4727887,0.50374806,0.48062998,0.477
2,0.40028474,0.38683003,0.3357026,0.19387072,0.3082124
3,0.39986774,0.36945271,0.33160532,0.2511368,0.2612104
4,0.45713106,0.4655265,0.39203772,0.31222525,0.33351514
5,0.34134397,0.3332671,0.3812366,0.3326216,0.32034984
6,0.48996934,0.6138847,0.657304,0.6672913,0.68445873
7,0.37553254,0.335427,0.35181406,0.35685354,0.34375966
8,0.3307269,0.37982818,0.41053596,0.26265085,0.24761595
9,0.2992031,0.3271232,0.3851274,0.2764398,0.25691193
