,0,1,2,3,4
0,0.31624687,0.35727236,0.37436476,0.32826954,0.3206981
1,0.30132124,0.3627647,0.31347972,0.3001403,0.3661235
2,0.46383634,0.42356437,0.44094184,0.29175252,0.33707178
3,0.45761606,0.40888956,0.44878426,0.37231454,0.34305504
4,0.4197944,0.41205448,0.45049092,0.33512086,0.39524955
5,0.30596918,0.29450113,0.27888766,0.21639201,0.2443842
6,0.18929431,0.32342976,0.44061464,0.28850013,0.290169
7,0.6955391,0.65094215,0.564501,0.5437666,0.42460507
8,0.26303166,0.39700863,0.34426668,0.36220944,0.3078876
9,0.24003646,0.2512543,0.36111727,0.21906097,0.22590601
