,0,1,2,3,4
0,0.43315244,0.44762024,0.39872706,0.45701525,0.41746727
1,0.4934828,0.5672561,0.54104596,0.49243477,0.5997669
2,0.57155174,0.60314876,0.5075212,0.46259442,0.52795076
3,0.60180295,0.6105299,0.5023882,0.5330201,0.523309
4,0.6816137,0.6394214,0.67177176,0.60065335,0.7110113
5,0.27655658,0.22959492,0.26991513,0.2299199,0.24570772
6,0.23076202,0.42738277,0.46636826,0.37894714,0.36781374
7,0.63263756,0.57255846,0.5873346,0.5224658,0.49137887
8,0.25678724,0.3524485,0.327906,0.24610762,0.24414344
9,0.2893268,0.28439364,0.33823454,0.26547676,0.22160709
