,0,1,2,3,4
0,0.33165807,0.3243582,0.46582118,0.34959656,0.312366
1,0.316578,0.33233905,0.3267815,0.30370665,0.28353766
2,0.30218667,0.3292501,0.33644256,0.18200958,0.29289585
3,0.33853307,0.34684128,0.43042555,0.36428282,0.27018332
4,0.31896475,0.34631073,0.33983392,0.30228227,0.31811836
5,0.5701268,0.60686296,0.58191156,0.67022836,0.64421815
6,0.12106724,0.23275161,0.31859693,0.28348866,0.26173007
7,0.35169327,0.3294798,0.37685946,0.34608343,0.40135175
8,0.6277902,0.6474158,0.52726346,0.403162,0.35361123
9,0.32259223,0.4871627,0.4892285,0.47305605,0.4573729
