,0,1,2,3,4
0,0.37652114,0.36263236,0.41534635,0.4200713,0.39965385
1,0.41169155,0.46216288,0.44366893,0.3977609,0.44831055
2,0.5921951,0.622281,0.56055707,0.49538955,0.5587346
3,0.6724719,0.6912807,0.6190396,0.6728819,0.67287695
4,0.55501556,0.53613913,0.5930675,0.53584886,0.5811439
5,0.29590774,0.2521958,0.29611135,0.26319087,0.28547883
6,0.20795922,0.37199384,0.44711816,0.36681265,0.3653383
7,0.50149006,0.48583353,0.49408484,0.4516059,0.4281979
8,0.24889338,0.36563405,0.37586847,0.24957642,0.26904047
9,0.23015697,0.24682425,0.30855832,0.22458445,0.2031924
