,0,1,2,3,4
0,0.4883925,0.47307518,0.5125076,0.46396402,0.43405178
1,0.43578288,0.47964185,0.45512012,0.41157365,0.4450094
2,0.7251364,0.769976,0.6958258,0.6191138,0.6278562
3,0.68009883,0.71525186,0.5817722,0.64202267,0.630208
4,0.6379383,0.64504284,0.6212357,0.5666273,0.60922277
5,0.29547864,0.25793687,0.2809777,0.25008318,0.29288983
6,0.23789702,0.42923105,0.4883909,0.4118016,0.4119953
7,0.5378866,0.50222003,0.51515573,0.47270322,0.44131806
8,0.2799378,0.37377235,0.3562384,0.26569095,0.2799639
9,0.2598081,0.27751237,0.36484462,0.23527884,0.23926806
