,0,1,2,3,4
0,0.22351286,0.2762076,0.3326294,0.22404104,0.26173365
1,0.2759336,0.32418698,0.27662405,0.32441482,0.29996884
2,0.23730944,0.19247267,0.23859091,0.05890054,0.17695157
3,0.2886275,0.22827706,0.31094813,0.3012797,0.16678324
4,0.2501762,0.2532932,0.29039818,0.17916293,0.19211505
5,0.45241857,0.410229,0.42094243,0.2696717,0.3249536
6,0.23711337,0.24244316,0.32266822,0.27055326,0.27417248
7,0.39342415,0.3664622,0.33151242,0.32785618,0.31644395
8,0.43641305,0.46973008,0.43812263,0.5803554,0.3829069
9,0.2850236,0.33413237,0.37094975,0.3683991,0.36984417
