,0,1,2,3,4
0,0.4332157,0.4079821,0.43341166,0.42737702,0.41112384
1,0.39280352,0.41727453,0.38694793,0.35088107,0.36377186
2,0.70333916,0.7460867,0.66667706,0.54863936,0.5574013
3,0.6146891,0.67165405,0.5311189,0.56045365,0.53834814
4,0.5593095,0.5804706,0.5696782,0.50046885,0.52969474
5,0.28321892,0.26171768,0.26968253,0.25127375,0.24568613
6,0.20608142,0.42026475,0.46525916,0.34544083,0.34793738
7,0.46199307,0.41473213,0.44100192,0.40773556,0.3890428
8,0.28270087,0.37125942,0.35112453,0.27007952,0.23692983
9,0.25512737,0.28732154,0.3268713,0.23035848,0.24164014
