,0,1,2,3,4
0,0.2998879,0.35590106,0.32692668,0.3511546,0.34369883
1,0.39761388,0.40702403,0.41653326,0.4366732,0.38020423
2,0.37350762,0.3598248,0.32542515,0.18363993,0.289447
3,0.366191,0.36424977,0.32680175,0.2757592,0.30209365
4,0.4206757,0.454264,0.39355716,0.29008302,0.31687993
5,0.31034508,0.2825113,0.24293438,0.28882477,0.30663973
6,0.5950097,0.76313245,0.7422494,0.76812387,0.74823517
7,0.36865965,0.323404,0.36744684,0.33526918,0.3266244
8,0.34999937,0.34446648,0.32620034,0.22641307,0.20639002
9,0.29039174,0.30549383,0.30583155,0.2441086,0.24983369
