,0,1,2,3,4
0,0.21495076,0.2743055,0.27858618,0.2334366,0.25208786
1,0.31137484,0.3116435,0.30731705,0.20896052,0.25876075
2,0.2249411,0.24387702,0.21049516,0.15809944,0.16793026
3,0.2324504,0.24080655,0.15726383,0.21373804,0.15935789
4,0.28595048,0.30605355,0.22221775,0.18984716,0.20924728
5,0.40332097,0.36406747,0.3720556,0.26864436,0.27385002
6,0.070079654,0.17826556,0.22833724,0.18985975,0.19293022
7,0.26001343,0.23999156,0.25147778,0.16673642,0.20070803
8,0.48119393,0.45743904,0.3452103,0.38845512,0.24668664
9,0.64948076,0.6561457,0.517882,0.6417842,0.6615394
