,0,1,2,3,4
0,0.4633628,0.44265103,0.37767193,0.42480093,0.4117655
1,0.50485724,0.538613,0.5293667,0.42736486,0.4946704
2,0.54548454,0.5801845,0.5094297,0.4481446,0.5208125
3,0.56457365,0.5954999,0.49435487,0.5195963,0.5285927
4,0.7296587,0.7220022,0.7092846,0.6294269,0.7230178
5,0.2965024,0.24661362,0.2798499,0.21336137,0.2274518
6,0.19843313,0.43690807,0.47807637,0.3599062,0.36544773
7,0.5801953,0.5401319,0.5471443,0.47030434,0.4504451
8,0.30443043,0.34628657,0.33461174,0.22229443,0.20791118
9,0.2825795,0.28465468,0.3518436,0.2620222,0.25793448
