,0,1,2,3,4
0,0.6650838,0.67967546,0.6656261,0.42054635,0.36797637
1,0.42942905,0.53522325,0.48874745,0.40919173,0.4709793
2,0.45678475,0.47422865,0.39150268,0.3317156,0.41868865
3,0.41624618,0.44401327,0.32215068,0.40070447,0.38983724
4,0.5052845,0.5814562,0.45453638,0.40906373,0.44195324
5,0.33077496,0.34105915,0.3066102,0.2658475,0.2607699
6,0.23166856,0.36993247,0.45914385,0.35724714,0.34141964
7,0.46026343,0.41990662,0.35571653,0.38387385,0.33604208
8,0.36401075,0.3809757,0.3778526,0.30894056,0.3043628
9,0.36041766,0.38100645,0.38586405,0.32533908,0.30708075
