,0,1,2,3,4
0,0.84990096,0.8696427,0.86537915,0.8888186,0.87140983
1,0.8615529,0.8682755,0.85553795,0.82861567,0.82092905
2,0.8920478,0.8779272,0.85935736,0.8174277,0.83509845
3,0.8798595,0.8718427,0.85207325,0.84430915,0.84430254
4,0.8801497,0.87744725,0.8656415,0.8189953,0.8149427
5,0.7927107,0.7970326,0.78736144,0.7686845,0.77163714
6,0.74813884,0.8007926,0.84627104,0.7874743,0.77639955
7,0.81600505,0.8110792,0.83455294,0.8231543,0.8184028
8,0.7966117,0.8123216,0.8055651,0.7963175,0.7793407
9,0.8051247,0.8017884,0.8071667,0.76438516,0.7744677
