,0,1,2,3,4
0,0.82320565,0.8395459,0.830783,0.8615927,0.8442413
1,0.9262904,0.9161599,0.92109764,0.8946766,0.90192753
2,0.82561743,0.81027156,0.77320784,0.7364835,0.74344534
3,0.8191791,0.807519,0.79085183,0.7750125,0.76079315
4,0.8536631,0.85943604,0.8557089,0.8063089,0.8019128
5,0.7932487,0.7933439,0.7916425,0.7548886,0.75770867
6,0.7471662,0.8072747,0.8562334,0.8017261,0.783526
7,0.8040751,0.8039664,0.82073355,0.8255836,0.816763
8,0.80198526,0.8207776,0.8042187,0.8049669,0.7863888
9,0.8137238,0.80614156,0.8147267,0.7923383,0.80094236
