,0,1,2,3,4
0,0.68129295,0.69199747,0.70631075,0.690838,0.6596597
1,0.5117469,0.5710716,0.51814944,0.45090696,0.49829414
2,0.48015904,0.5126084,0.39155263,0.3715559,0.4901219
3,0.45298684,0.479066,0.3596231,0.4328993,0.42666578
4,0.5001009,0.58192885,0.4608413,0.42799267,0.44768712
5,0.36184627,0.38013625,0.39310294,0.31232753,0.37421134
6,0.2254945,0.3651525,0.50843936,0.41224602,0.41052994
7,0.42035168,0.3547958,0.3967611,0.3760116,0.3719288
8,0.39760113,0.42284366,0.41945335,0.32928663,0.2599791
9,0.38767081,0.413732,0.4366452,0.35432065,0.33630517
