,0,1,2,3,4
0,0.35521358,0.40176374,0.4015118,0.42005458,0.41288212
1,0.7654015,0.76228917,0.80646443,0.64003307,0.7434692
2,0.38138697,0.36946306,0.25601617,0.19761756,0.29664865
3,0.37008247,0.36023948,0.27172497,0.29521307,0.2977806
4,0.49095166,0.5403864,0.49590522,0.45654085,0.45306945
5,0.2862698,0.27143815,0.29629698,0.22125727,0.2515885
6,0.24241453,0.45697165,0.5344087,0.43808007,0.43396696
7,0.36271092,0.2993684,0.40048087,0.38911903,0.33905098
8,0.31472442,0.36009675,0.3722658,0.25465038,0.22430438
9,0.33202744,0.34283152,0.33499715,0.30741018,0.27037105
