,0,1,2,3,4
0,0.26272187,0.3034864,0.29877388,0.2726482,0.29302514
1,0.34873432,0.3515517,0.34873194,0.261355,0.3016385
2,0.26049852,0.28402293,0.242391,0.18241698,0.19755653
3,0.259506,0.2690986,0.18578683,0.22399625,0.17983581
4,0.31475636,0.33995688,0.25027454,0.22373027,0.2256362
5,0.38315934,0.40018475,0.41124013,0.30916506,0.3120072
6,0.09999566,0.20780236,0.27654916,0.23377183,0.22942692
7,0.31104708,0.25540832,0.27731505,0.20281112,0.27227896
8,0.4442435,0.49681148,0.24964757,0.30937344,0.29968253
9,0.6510139,0.6501181,0.5410572,0.6787449,0.6935674
