,0,1,2,3,4
0,0.3537843,0.41101488,0.40093994,0.3862763,0.375948
1,0.42191976,0.43819594,0.4433236,0.39418966,0.4036873
2,0.4076543,0.38920236,0.36321473,0.20770656,0.26627606
3,0.40720487,0.38507557,0.35600823,0.30528498,0.3053288
4,0.4416141,0.44604385,0.41645753,0.30107114,0.32822794
5,0.3417781,0.3163479,0.31853837,0.2698329,0.26639327
6,0.58798647,0.7358315,0.75447726,0.79058194,0.7661714
7,0.38899088,0.34632018,0.38561678,0.36973143,0.35408938
8,0.36471763,0.393586,0.3936711,0.26824617,0.25450557
9,0.30688262,0.3459546,0.36448067,0.27908152,0.27556738
