,0,1,2,3,4
0,0.3710195,0.38153058,0.42723948,0.35053006,0.34289405
1,0.34869865,0.3877772,0.33948517,0.27399108,0.32157892
2,0.4429108,0.43088162,0.43218952,0.30331764,0.37024242
3,0.43984848,0.43617636,0.45238274,0.40450191,0.37866724
4,0.50269574,0.487164,0.5194029,0.4290269,0.46049708
5,0.316509,0.33770233,0.3124028,0.25266618,0.24801639
6,0.22773668,0.38221207,0.4744295,0.26733285,0.2860133
7,0.73940367,0.74398905,0.687878,0.6452276,0.6525827
8,0.30696136,0.41444278,0.35336396,0.30188897,0.3128258
9,0.2965989,0.3222129,0.40577585,0.2627419,0.28210083
