,0,1,2,3,4
0,0.28739476,0.35622105,0.3450128,0.27610084,0.3049606
1,0.29685608,0.35887218,0.28580213,0.28105962,0.29497838
2,0.3527255,0.30348876,0.3063131,0.108834386,0.20619111
3,0.33700627,0.2797776,0.29125178,0.23495589,0.18309495
4,0.35376015,0.32451338,0.2736308,0.1868094,0.19008984
5,0.4942621,0.485267,0.45690683,0.28631723,0.27031353
6,0.2228474,0.28183585,0.36534178,0.2980824,0.29409352
7,0.42715773,0.37699014,0.34553844,0.3563099,0.36530358
8,0.6228306,0.5814513,0.6362631,0.65673643,0.5169347
9,0.38321656,0.40879154,0.46209854,0.43279892,0.44911498
