,0,1,2,3,4
0,0.39947194,0.42761275,0.44549757,0.4208826,0.40783492
1,0.41815472,0.4304665,0.4090869,0.3519583,0.37985113
2,0.6199713,0.6395199,0.59324086,0.4649869,0.56407285
3,0.70757216,0.7211291,0.65531546,0.6802764,0.6853886
4,0.5800383,0.5914346,0.60621893,0.5182637,0.5453719
5,0.3330007,0.30601117,0.31883582,0.27371082,0.27941203
6,0.23438385,0.4028777,0.49312326,0.38854805,0.38600385
7,0.4861822,0.455276,0.4701041,0.4365143,0.41315356
8,0.3128752,0.4023265,0.41632235,0.28037137,0.28204733
9,0.27734667,0.30308694,0.361167,0.2606004,0.2664342
