,0,1,2
0,0.7013491,0.6791619,0.67897093
1,0.72886187,0.73353547,0.73044795
2,0.6681266,0.67089593,0.6681029
3,0.7466564,0.7307206,0.7273743
4,0.73833364,0.74659675,0.73713315
5,0.72851026,0.70680344,0.714278
6,0.7038407,0.6972711,0.70180047
7,0.90056175,0.89888847,0.90048707
8,0.6775328,0.69058305,0.6804923
9,0.69120145,0.6861146,0.6850356
