,0,1,2
0,0.6940438,0.6660895,0.6843237
1,0.69550276,0.6803248,0.6891223
2,0.69764984,0.6735246,0.6804607
3,0.7120711,0.7050264,0.6942593
4,0.67327476,0.6702852,0.67096287
5,0.68225694,0.66755605,0.66290927
6,0.90859115,0.89060473,0.9112482
7,0.71176,0.69823754,0.69273865
8,0.7844329,0.7793094,0.7738764
9,0.7095851,0.6895517,0.6798929
