,0,1,2
0,0.6665576,0.6822165,0.67754245
1,0.67008233,0.65106934,0.6586948
2,0.66364104,0.6520671,0.6517421
3,0.6816555,0.6855223,0.6809008
4,0.6833465,0.6727132,0.677825
5,0.76007456,0.7175299,0.7087379
6,0.771158,0.76508904,0.7632082
7,0.70640683,0.69828516,0.67948085
8,0.9229666,0.90433884,0.9224154
9,0.685966,0.66197014,0.6579201
