,0,1,2
0,0.7076204,0.711046,0.71242464
1,0.71411526,0.7035528,0.702551
2,0.69772816,0.68602973,0.67487067
3,0.88161016,0.8894352,0.8954718
4,0.6755144,0.68700886,0.6973845
5,0.735638,0.72687095,0.7290456
6,0.70390236,0.6906956,0.6948379
7,0.7488905,0.7476047,0.74918056
8,0.68493944,0.69107497,0.67986304
9,0.70180815,0.6950829,0.70171964
