,0,1,2,3,4
0,0.8933721,0.9110597,0.8853444,0.89875954,0.888403
1,0.83457756,0.8373619,0.8183974,0.80531365,0.80643594
2,0.81906617,0.8068001,0.76603603,0.7530199,0.75444424
3,0.8064273,0.8003677,0.7734165,0.7672488,0.7607991
4,0.8200105,0.82524544,0.802798,0.7585295,0.76950914
5,0.7661287,0.76116455,0.7602516,0.7446233,0.758735
6,0.7107678,0.75079,0.7931795,0.7595893,0.7388652
7,0.7710497,0.7585873,0.76412207,0.76237977,0.76733166
8,0.7664892,0.77642834,0.76967025,0.7690174,0.7421083
9,0.7834237,0.77281845,0.7763084,0.7570492,0.7588531
