,0,1,2,3,4
0,0.78420585,0.7925872,0.7826977,0.801343,0.7999892
1,0.78405887,0.7804225,0.7832495,0.75669515,0.7282255
2,0.7823104,0.7929637,0.7584625,0.7166068,0.72394663
3,0.7829928,0.793677,0.7812194,0.75192535,0.7429056
4,0.7808357,0.79245293,0.7665437,0.72827613,0.73237085
5,0.8899814,0.86137724,0.86522156,0.8704866,0.86486685
6,0.70318574,0.7158894,0.769718,0.73974013,0.7148699
7,0.7694264,0.75215596,0.767207,0.7597135,0.77621675
8,0.8578725,0.8438576,0.803007,0.7791315,0.76642317
9,0.7925364,0.8207076,0.8196248,0.81685233,0.81958425
