,0,1,2,3,4
0,0.83121747,0.8435467,0.82851523,0.8594935,0.8457426
1,0.8300217,0.8358083,0.823331,0.79562753,0.78363776
2,0.877866,0.87093794,0.8356248,0.79492486,0.8092754
3,0.8636825,0.86333466,0.82560706,0.8155215,0.81856334
4,0.85512686,0.85008615,0.83316916,0.78692687,0.78463775
5,0.76897925,0.7653649,0.75908583,0.7455685,0.7452544
6,0.7128715,0.7683401,0.80908525,0.75299597,0.7458404
7,0.781138,0.7748172,0.7993914,0.7889072,0.78105646
8,0.77003616,0.78110266,0.7729877,0.7653351,0.7543124
9,0.7750513,0.76759136,0.77487254,0.7372541,0.75399464
