,0,1,2,3,4
0,0.8043896,0.8214132,0.8050141,0.83588225,0.8146765
1,0.89575595,0.8855396,0.8854951,0.87537366,0.8774147
2,0.78873897,0.7788801,0.74430954,0.7087237,0.71701705
3,0.78231597,0.77657574,0.76427287,0.74476594,0.73165435
4,0.82097894,0.83539414,0.8307124,0.77272946,0.77663475
5,0.7669661,0.75788933,0.7643908,0.7247718,0.7375794
6,0.7243809,0.77604306,0.8212621,0.7761365,0.75638896
7,0.7707357,0.7690661,0.78778636,0.7989583,0.78811264
8,0.7773316,0.8000634,0.7874902,0.77940077,0.76947045
9,0.7859689,0.7784814,0.7865156,0.7674381,0.7786843
