,0,1,2,3,4
0,0.7466236,0.766118,0.744977,0.7586478,0.7606689
1,0.75222343,0.7674181,0.74211276,0.754328,0.7421202
2,0.7599824,0.7567595,0.7113543,0.6690392,0.6685621
3,0.7487628,0.7472791,0.72827864,0.69901896,0.68082446
4,0.7393327,0.7521692,0.72360694,0.67897063,0.67619765
5,0.7978184,0.7669699,0.7731659,0.7131732,0.7028673
6,0.7014587,0.70935243,0.76236373,0.7187754,0.710663
7,0.76218677,0.753962,0.73310804,0.75332487,0.753034
8,0.8321128,0.80612767,0.83305013,0.8597431,0.8163054
9,0.7696262,0.7637389,0.7784519,0.78266644,0.78294253
