,0,1,2,3,4
0,0.8229341,0.8345979,0.81421196,0.84328663,0.8203056
1,0.85202855,0.86257577,0.8521062,0.81554085,0.8227455
2,0.8307931,0.8277795,0.7713883,0.7581766,0.77185696
3,0.83168906,0.83447045,0.80210817,0.7861525,0.78718024
4,0.89312786,0.88679624,0.8760591,0.838013,0.84218675
5,0.7527841,0.7550345,0.743045,0.7200159,0.73065525
6,0.7121065,0.7749854,0.81123257,0.7512058,0.73953384
7,0.80881953,0.801277,0.8382506,0.80671,0.80631286
8,0.75680035,0.7748167,0.75053823,0.74246323,0.73129165
9,0.7593107,0.7492128,0.76957977,0.7370089,0.74031454
