,0,1,2,3,4
0,0.7527895,0.76820964,0.75332963,0.7529253,0.7508497
1,0.76483727,0.7489076,0.75856096,0.73532575,0.73771226
2,0.73137575,0.74041134,0.7108449,0.70181555,0.69361
3,0.72338235,0.72904575,0.68789494,0.7122546,0.68467605
4,0.7342137,0.7483146,0.6958011,0.708257,0.707538
5,0.7851221,0.77143633,0.7658792,0.746849,0.75003797
6,0.66879433,0.6839973,0.7043861,0.6932533,0.67541164
7,0.7165071,0.70591015,0.70094943,0.6933042,0.7263323
8,0.7997179,0.78238195,0.7266323,0.7483937,0.74809957
9,0.89553386,0.88617134,0.8100614,0.85056484,0.86929685
