,0,1,2,3,4
0,0.774218,0.79748636,0.7784301,0.7901931,0.78803253
1,0.78107804,0.7952218,0.7757594,0.78225034,0.77424186
2,0.78792584,0.7778218,0.73844427,0.69717175,0.70866996
3,0.7801704,0.771546,0.76752096,0.72978127,0.7085614
4,0.7745274,0.7747793,0.7553503,0.70571965,0.71161544
5,0.8268726,0.81591594,0.8006902,0.7414836,0.73658794
6,0.73024774,0.7373397,0.7947504,0.7529962,0.74713236
7,0.7805146,0.7700467,0.77251285,0.7865133,0.7821932
8,0.8662048,0.8420439,0.8704259,0.8792451,0.8495134
9,0.80188835,0.7904778,0.8067171,0.80990165,0.811642
