,0,1,2,3,4
0,0.88363284,0.89979523,0.89438397,0.9183406,0.90487057
1,0.8613318,0.863527,0.8508369,0.83633053,0.83374494
2,0.8464731,0.8322413,0.7957442,0.78604895,0.7880266
3,0.8363593,0.8275625,0.8027977,0.80207,0.7942575
4,0.8490331,0.83275443,0.82740504,0.79597056,0.8034502
5,0.78932476,0.794641,0.7915235,0.7679766,0.78248113
6,0.7399907,0.7831311,0.8303269,0.7862689,0.7719089
7,0.74658585,0.7514248,0.7982555,0.8007649,0.80170435
8,0.79400784,0.808542,0.7923925,0.79609513,0.77144575
9,0.80962014,0.8031033,0.81019133,0.7822442,0.7919825
