,0,1,2,3,4
0,0.7515952,0.79389524,0.7746648,0.79985315,0.7885848
1,0.8061839,0.7918259,0.7996098,0.79716265,0.78649133
2,0.78187746,0.76097673,0.73547244,0.7199314,0.71468085
3,0.772209,0.76215476,0.7638566,0.7337645,0.7420804
4,0.7858302,0.76388484,0.7641061,0.7275219,0.7331535
5,0.7672711,0.758061,0.7543826,0.7395648,0.7331944
6,0.8343142,0.8796323,0.89862317,0.9147419,0.9169069
7,0.75548965,0.74271464,0.76485395,0.7603393,0.76711124
8,0.7628762,0.78800607,0.7790929,0.7702931,0.7723948
9,0.75487787,0.7499843,0.7761737,0.75355095,0.7607137
