,0,1,2,3,4
0,0.8347184,0.85167825,0.8459314,0.8728532,0.8539881
1,0.87886816,0.88525885,0.8786538,0.8445688,0.84530246
2,0.8589608,0.84954673,0.81077397,0.78594273,0.798469
3,0.8589379,0.8549289,0.8315035,0.819972,0.8205847
4,0.9070074,0.8618411,0.8996341,0.87315434,0.86843115
5,0.77494633,0.77900225,0.77683395,0.74935794,0.75390947
6,0.74263376,0.8118997,0.84245783,0.7828277,0.77282476
7,0.74936074,0.7517512,0.8671043,0.8415862,0.83471215
8,0.7823852,0.8008734,0.78525233,0.7803621,0.76065916
9,0.79211235,0.78282636,0.7977081,0.7634474,0.7714392
