,0,1,2,3,4
0,0.35493258,0.4080038,0.34355205,0.32723713,0.30153492
1,0.3466723,0.37665316,0.37842456,0.32988,0.3232332
2,0.3495553,0.32614192,0.29627132,0.17124183,0.26882997
3,0.38391408,0.36191738,0.3234137,0.29393265,0.3261485
4,0.4041257,0.42004627,0.3412786,0.3039592,0.29485685
5,0.26274937,0.23120049,0.26438993,0.14965495,0.16734444
6,0.55575114,0.7206184,0.68858445,0.7361034,0.705721
7,0.23900773,0.2606025,0.2624978,0.2925684,0.3176899
8,0.23614052,0.28784353,0.30464438,0.20187107,0.16259497
9,0.29000336,0.27363452,0.28130946,0.19262409,0.18800946
