,0,1,2,3,4
0,0.19719386,0.270264,0.28851786,0.22367062,0.24707848
1,0.32255,0.31776473,0.3193444,0.22161661,0.26458365
2,0.22966179,0.24772944,0.21741666,0.1348584,0.1580519
3,0.20853339,0.22333537,0.16186933,0.18526153,0.14085662
4,0.26463714,0.29560772,0.20766735,0.17543018,0.16976644
5,0.4307708,0.3600604,0.4134229,0.29219654,0.2864797
6,0.062538035,0.1647674,0.23579372,0.2143392,0.1898419
7,0.2714999,0.29633608,0.26510006,0.18455619,0.22832789
8,0.4961333,0.47794688,0.33520946,0.37712085,0.28415218
9,0.68387353,0.71793044,0.52502805,0.72047764,0.7111779
