,0,1,2,3,4
0,0.6875887,0.6989058,0.6707869,0.4545053,0.41148105
1,0.40199256,0.53710556,0.47126064,0.4121633,0.44822237
2,0.45466045,0.4672954,0.3666433,0.31874827,0.41654024
3,0.44350055,0.4624974,0.3324664,0.40528432,0.410459
4,0.51331764,0.5761291,0.43098179,0.40736893,0.44159123
5,0.31614292,0.33242655,0.32543236,0.26228666,0.30757338
6,0.17278844,0.3634097,0.44918627,0.3714044,0.39950252
7,0.33432177,0.29194227,0.34050992,0.36389545,0.33502534
8,0.3480827,0.3795078,0.39108434,0.27945602,0.22577685
9,0.35770664,0.38916737,0.36783445,0.28912395,0.26250863
