,0,1,2,3,4
0,0.22516683,0.28144982,0.30206087,0.22113681,0.23999922
1,0.23344466,0.2736855,0.19944428,0.22108954,0.21393248
2,0.3072073,0.25363833,0.27379337,0.07374528,0.15543716
3,0.30492225,0.24095894,0.27064973,0.19709973,0.15923698
4,0.2788933,0.2673272,0.2140358,0.12706865,0.118822664
5,0.43140608,0.36283067,0.40715572,0.22901787,0.24816598
6,0.1716739,0.21028107,0.3049623,0.24316898,0.23671106
7,0.3359679,0.34106988,0.28826377,0.30702984,0.28596404
8,0.42850047,0.41171107,0.36403283,0.60821366,0.32650355
9,0.34101176,0.3607636,0.4068027,0.39622134,0.4219509
