,0,1,2,3,4
0,0.30548912,0.31314814,0.37643746,0.29021287,0.29501092
1,0.2983506,0.32558182,0.2794669,0.24262355,0.30921876
2,0.40529472,0.40208474,0.3792029,0.2817825,0.31354642
3,0.41204697,0.41623944,0.4046214,0.34860462,0.3185974
4,0.43034613,0.4094253,0.4673961,0.33434445,0.39188
5,0.24931924,0.27124345,0.26586065,0.18310507,0.1710861
6,0.20451415,0.34531918,0.42580563,0.23395309,0.24104877
7,0.6774206,0.70722187,0.62253094,0.5622763,0.39384887
8,0.25007713,0.36362743,0.29245007,0.3436663,0.26882967
9,0.2182216,0.27816638,0.3525765,0.21848744,0.25174627
