,0,1,2,3,4
0,0.27508068,0.3029024,0.34798524,0.25904948,0.26602212
1,0.1975699,0.23502654,0.19142859,0.1431031,0.14134212
2,0.27053034,0.26968157,0.311138,0.15075739,0.24618731
3,0.27432656,0.2678726,0.33112952,0.25037405,0.20828114
4,0.27248868,0.27784,0.26615682,0.2138556,0.24580629
5,0.4937282,0.51210463,0.49220347,0.6121406,0.5716924
6,0.09905044,0.17171068,0.24678072,0.2132717,0.19660927
7,0.297708,0.27841502,0.30300108,0.24194807,0.32930604
8,0.5819491,0.5910784,0.4412876,0.28339425,0.2738349
9,0.29308128,0.4679171,0.49978596,0.40815094,0.40833557
