,0,1,2,3,4
0,0.43022457,0.41520518,0.45039406,0.39768538,0.3984106
1,0.3922082,0.42560098,0.40442923,0.39098215,0.40535936
2,0.7129829,0.76274663,0.6533714,0.55889523,0.55474526
3,0.62933135,0.6940617,0.52526444,0.5770708,0.54234123
4,0.54514223,0.575057,0.55223083,0.50428534,0.50209993
5,0.26221588,0.22044177,0.2567037,0.19109504,0.21407434
6,0.23032178,0.35020778,0.4543881,0.37787202,0.39887372
7,0.41416648,0.37239087,0.37906724,0.42312598,0.41733623
8,0.22872917,0.3225852,0.35303736,0.25720292,0.22392401
9,0.27378303,0.3095252,0.32205936,0.22957817,0.24016534
